Province,Island,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Population,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Case Fatality Rate (%),Case Recovered Rate (%),Growth Factor of New Cases,Growth Factor of New Deaths,Cluster
Jambi,Sumatera,0,0,0,0,13,0,5,8,3493357,0,4,0,0,0,38,0,1,1
Jawa Barat,Jawa,4,1,3,0,620,89,201,330,45161325,0,14,0,2,14,32,0,0,1
Jawa Tengah,Jawa,40,2,10,28,659,66,113,480,36364072,1,18,0,2,10,17,0,1,1
Jawa Timur,Jawa,36,5,30,1,698,164,761,-227,40479023,1,17,0,4,24,109,4,1,1
Kalimantan Barat,Kalimantan,4,0,1,3,31,3,8,20,5422814,1,6,0,1,10,26,1,1,1
Kalimantan Selatan,Kalimantan,10,0,0,10,107,7,11,89,4023049,2,27,0,2,7,10,5,1,1
Kalimantan Tengah,Kalimantan,15,0,0,15,82,7,48,27,2570289,6,32,0,3,9,59,2,0,1
Kalimantan Timur,Kalimantan,1,0,0,1,67,1,15,51,3552191,0,19,0,0,1,22,0,1,1
Kalimantan Utara,Kalimantan,0,0,0,0,77,1,2,74,648407,0,119,0,2,1,3,0,1,1
Kepulauan Bangka Belitung,Sumatera,0,0,0,0,9,1,3,5,1379767,0,7,0,1,11,33,0,1,1
Kepulauan Riau,Sumatera,0,0,0,0,81,9,11,61,1929400,0,42,0,5,11,14,0,1,1
Lampung,Sumatera,0,0,1,-1,27,5,6,16,9095591,0,3,0,1,19,22,0,1,1
Nusa Tenggara Barat,Nusa Tenggara,15,0,0,15,107,4,11,92,5270247,3,20,0,1,4,10,1,1,1
Papua,Papua,5,0,0,5,123,7,34,82,4340348,1,28,0,2,6,28,0,1,1
Riau,Sumatera,0,0,0,0,35,6,11,18,6074100,0,6,0,1,17,31,0,1,1
Sulawesi Selatan,Sulawesi,13,0,5,8,387,33,79,275,9426885,1,41,0,4,9,20,2,0,1
Sumatera Barat,Sumatera,5,1,0,4,81,9,14,58,5519245,1,15,0,2,11,17,2,1,1
Sumatera Utara,Sumatera,9,0,7,2,93,10,31,52,14874889,1,6,0,1,11,33,9,1,1
Bali,Nusa Tenggara,15,0,7,8,162,3,32,127,4216171,4,38,0,1,2,20,8,0,1
Banten,Jawa,3,0,1,2,288,54,322,-88,10722374,0,27,0,5,19,112,1,1,1
Bengkulu,Sumatera,0,0,0,0,8,1,1,6,1999539,0,4,0,0,12,12,1,1,1
DKI Jakarta,Jawa,122,0,4,118,3132,306,351,2475,10846145,11,289,0,28,10,11,1,0,1
Daerah Istimewa Yogyakarta,Jawa,1,0,1,0,75,7,39,29,3631015,0,21,0,2,9,52,0,1,1
Gorontalo,Sulawesi,0,0,0,0,7,1,0,6,1180651,0,6,0,1,14,0,1,1,1
Jawa Barat,Jawa,18,4,14,0,638,93,215,330,45161325,0,14,0,2,15,34,4,4,1
Jawa Tengah,Jawa,68,2,11,55,727,68,124,535,36364072,2,20,0,2,9,17,2,1,1
Jawa Timur,Jawa,27,4,12,11,725,168,773,-216,40479023,1,18,0,4,23,107,1,1,1
Kalimantan Barat,Kalimantan,19,0,0,19,50,3,8,39,5422814,4,9,0,1,6,16,5,1,1
Kalimantan Tengah,Kalimantan,1,0,0,1,83,7,48,28,2570289,0,32,0,3,8,58,0,1,1
Kalimantan Timur,Kalimantan,5,0,0,5,72,1,15,56,3552191,1,20,0,0,1,21,5,1,1
Kalimantan Utara,Kalimantan,0,0,0,0,77,1,2,74,648407,0,119,0,2,1,3,1,1,1
Maluku Utara,Maluku,2,0,0,2,14,0,2,12,1307803,2,11,0,0,0,14,0,1,1
Nusa Tenggara Barat,Nusa Tenggara,7,0,2,5,114,4,13,97,5270247,1,22,0,1,4,11,0,1,1
Papua,Papua,7,0,0,7,130,7,34,89,4340348,2,30,0,2,5,26,1,1,1
Papua Barat,Papua,5,0,0,5,13,1,1,11,1140701,4,11,0,1,8,8,5,1,1
Sulawesi Barat,Sulawesi,0,0,0,0,8,1,1,6,1559984,0,5,0,1,12,12,0,1,1
Sulawesi Selatan,Sulawesi,10,0,5,5,397,33,84,280,9426885,1,42,0,4,8,21,1,1,1
Sulawesi Tengah,Sulawesi,0,0,0,0,29,3,3,23,2955567,0,10,0,1,10,10,0,1,1
Sumatera Barat,Sumatera,5,0,3,2,86,9,17,60,5519245,1,16,0,2,10,20,1,0,1
Bali,Nusa Tenggara,10,0,2,8,172,3,34,135,4216171,2,41,0,1,2,20,1,1,1
Banten,Jawa,23,0,2,21,311,54,324,-67,10722374,2,29,0,5,17,104,8,1,1
DKI Jakarta,Jawa,78,0,1,77,3210,306,352,2552,10846145,7,296,0,28,10,11,1,1,1
Daerah Istimewa Yogyakarta,Jawa,1,0,0,1,76,7,39,30,3631015,0,21,0,2,9,51,1,1,1
Jambi,Sumatera,4,0,0,4,18,0,5,13,3493357,1,5,0,0,0,28,4,1,1
Jawa Barat,Jawa,71,2,4,65,709,95,219,395,45161325,2,16,0,2,13,31,4,0,1
Jawa Tengah,Jawa,41,4,4,33,768,72,128,568,36364072,1,21,0,2,9,17,1,2,1
Jawa Timur,Jawa,20,11,14,-5,745,179,787,-221,40479023,0,18,0,4,24,106,1,3,1
Kalimantan Barat,Kalimantan,0,0,0,0,50,3,8,39,5422814,0,9,0,1,6,16,0,1,1
Kalimantan Selatan,Kalimantan,18,0,0,18,132,8,11,113,4023049,4,33,0,2,6,8,3,0,1
Kalimantan Tengah,Kalimantan,11,0,0,11,94,7,48,39,2570289,4,37,0,3,7,51,11,1,1
Kalimantan Timur,Kalimantan,11,0,2,9,83,1,17,65,3552191,3,23,0,0,1,20,2,1,1
Kepulauan Bangka Belitung,Sumatera,0,0,0,0,10,1,3,6,1379767,0,7,0,1,10,30,0,1,1
Kepulauan Riau,Sumatera,0,0,0,0,83,9,11,63,1929400,0,43,0,5,11,13,0,1,1
Lampung,Sumatera,0,0,0,0,38,5,6,27,9095591,0,4,0,1,13,16,0,1,1
Maluku,Maluku,0,0,1,-1,17,1,12,4,1847097,0,9,0,1,6,71,1,1,1
Maluku Utara,Maluku,0,0,0,0,14,0,2,12,1307803,0,11,0,0,0,14,0,1,1
Nusa Tenggara Barat,Nusa Tenggara,38,0,2,36,152,4,15,133,5270247,7,29,0,1,3,10,5,1,1
Nusa Tenggara Timur,Nusa Tenggara,0,0,1,-1,1,0,1,0,5411321,0,0,0,0,0,100,1,1,1
Papua,Papua,6,0,0,6,136,7,34,95,4340348,1,31,0,2,5,25,1,1,1
Papua Barat,Papua,2,0,0,2,15,1,1,13,1140701,2,13,0,1,7,7,0,1,1
Riau,Sumatera,0,0,1,-1,36,6,15,15,6074100,0,6,0,1,17,42,0,1,1
